state,Location,White2008,Black2008,Hispanic2008,Total2008,White2009,Black2009,Hispanic2009,Total2009,White2010,Black2010,Hispanic2010,Total2010,White2011,Black2011,Hispanic2011,Total2011,White2012,Black2012,Hispanic2012,Total2012,White2013,Black2013,Hispanic2013,Total2013,White2014,Black2014,Hispanic2014,Total2014,White2015,Black2015,Hispanic2015,Total2015,White2016,Black2016,Hispanic2016,Total2016,White2017,Black2017,Hispanic2017,Total2017,White2018,Black2018,Hispanic2018,Total2018,White2019,Black2019,Hispanic2019,Total2019
TX,,26,24,16,66,24,37,13,74,28,24,26,78,27,17,23,67,40,31,29,100,24,48,39,111,50,27,33,110,64,23,45,132,62,27,30,119,32,22,32,86,37,22,51,110,49,34,30,113
UT,,5,1,,6,6,,,6,3,,1,4,7,,1,8,5,,,5,,5,1,6,13,1,3,17,9,1,,10,11,,,11,4,1,4,9,10,3,5,18,6,2,3,11
VT,,5,,3,8,12,,6,18,3,9,,12,12,8,,20,12,1,,13,9,5,1,15,7,2,2,11,9,11,1,21,8,12,1,21,15,10,2,27,9,11,,20,8,5,,13
VA,,,,,0,,,,0,,1,,1,,,,0,2,,,2,,1,,1,,,1,1,1,,,1,3,,,3,1,,,1,4,,,4,3,,,3
WA,,4,1,1,6,19,,1,20,18,2,1,21,29,1,5,35,16,2,,18,6,16,3,25,27,2,3,32,11,1,1,13,15,5,3,23,18,8,5,31,13,1,2,16,13,9,8,30
WV,,1,,,1,2,,1,3,5,4,1,10,4,2,,6,6,,,6,4,9,1,14,6,3,,9,9,2,3,14,13,6,1,20,15,6,,21,7,4,,11,12,4,1,17
WI,,2,,1,3,2,,1,3,,,,0,2,1,,3,9,1,,10,1,7,,8,5,,,5,8,2,,10,15,1,,16,11,1,,12,4,2,,6,8,2,,10
WY,,,,,0,,,,0,,,,0,2,,,2,1,,,1,,1,,1,3,,,3,6,,,6,2,,1,3,1,,,1,3,,1,4,1,,1,2
Average,,224,121,177,522,274,127,195,596,336,213,115,664,380,271,153,804,443,306,160,909,311,501,191,1003,521,263,181,965,598,290,189,1077,631,305,188,1124,606,297,220,1123,583,280,211,1074,501,300,186,987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,,1.286711487,0,0,0.883606883,0.320389594,0,0,0.218861483,0.638365784,0.825014438,0,0.644967107,0.319519443,0,0,0.213857998,0.635788537,0.819537781,0,0.638841567,0,1.622191581,0,0.425007438,0.31958071,0.805477245,0,0.424259137,0.319345979,0,5.319148936,0.422824042,1.281312064,0,0,0.845648084,0.961815908,1.587427574,0,1.054540853,0.641930928,0.795355126,0,0.63123343,0.962402156,0.791452315,0,0.839084559
AK,,6.926806742,0,86.70520231,9.164502826,16.12903226,0,95.92326139,16.44490955,18.21078989,146.3414634,0,16.0677768,13.59003398,50.25125628,0,10.04160092,15.68451714,381.3559322,24.81389578,24.07250071,27.21088435,296.6101695,0,26.94653241,25.13136852,333.3333333,0,25.47410133,34.45107947,349.3449782,0,32.50883392,50.09107468,338.1642512,0,40.565114,43.87990762,444.4444444,0,38.02281369,28.16240319,193.236715,0,22.56381328,21.37259558,460.5263158,0,22.80176714
AZ,,1.349782685,0,0,0.785792865,2.431118314,0,0.504083073,1.548490996,1.653530287,8.467400508,0,1.278588438,1.10050348,12.74426508,0,1.106806862,2.738975623,20.21018593,0,2.348777853,1.632653061,44.01760704,0,2.629259013,1.081987611,7.785130401,0,0.915164272,1.076745,3.785011355,0,0.751303512,3.728461477,7.407407407,0.479041916,2.514458134,1.595065929,22.2057735,0,1.754052592,3.145395927,20.2020202,0,2.569849949,2.861825845,19.56947162,0,2.395040857
AR,,1.907577853,4.734848485,0,2.166299599,2.379705868,4.70698988,0,2.503487,4.257734885,2.257336343,28.04262479,5.292872265,5.652911249,0,86.29989213,9.826285313,8.00904551,4.563084645,41.64497657,9.439899308,2.835404754,54.24954792,75.91093117,15.68709475,7.548950224,9.051821679,84.40913605,12.84722222,12.34567901,2.240143369,53.84238864,13.18391562,12.76656107,11.32246377,80.95238095,16.92339573,9.956381566,13.82170007,99.86382206,16.83848797,11.37225171,13.73311971,80.03557137,16.43104097,4.268639727,9.004952724,70.54673721,9.923011121
CA,,1.923013163,23.17385217,1.973539391,2.870520038,1.805078287,24.50860252,2.088040747,2.909006283,2.671086516,9.301414794,3.616610368,2.957631923,2.675392562,16.66911801,3.902120625,3.472335254,4.321372962,10.26092055,4.83494615,4.110527518,2.195947105,30.56175415,4.777764699,4.372015899,3.371428178,10.7616299,4.68861482,3.685995324,4.412697537,17.27447217,5.367974663,4.696660935,4.091908424,11.13262343,4.330648331,3.823902774,4.194132409,12.12650369,5.265097668,4.262035083,2.88592163,10.12096969,3.669412173,3.045483522,2.491564275,13.55079127,3.208612177,2.8983482
CO,,1.168599725,12.44555072,1.033164583,1.45327714,1.157173026,23.29644729,0,1.63565733,3.185820204,0,2.951884286,2.84772792,2.297134325,11.01928375,8.622341445,3.812275527,3.127132136,10.62699256,4.728579535,3.567252621,0.281033078,59.91285403,6.483282393,3.703559315,2.499861119,5.149330587,10.84794793,4.21698294,3.290736577,24.40214739,7.034822371,4.703314896,5.39257981,9.62000962,7.828129077,5.742761342,5.097797215,14.6627566,8.481764207,5.85962535,5.563356028,9.425070688,9.992505621,6.300403226,5.520359612,28.42254856,9.820770931,6.949641826
CT,,0.800512328,6.702412869,2.436647173,1.477628701,0.402349722,0,4.766444233,0.881523272,0.810602683,0,0,0.577417213,0.407199283,0,0,0.28848373,0.819369905,0,4.033071184,1.14965654,0.826685405,17.9910045,1.968116512,2.586950273,0,3.020235578,0,0.287323296,0.845201369,2.919708029,0,0.862539892,1.280847067,0,1.830496064,1.154367839,1.292602008,2.96912114,1.766160367,1.437318539,0.435142074,0,1.734906315,0.576984104,0.440878229,2.886836028,3.428767358,1.158312339
DE,,1.74855744,0,0,1.184553423,0,0,113.2686084,8.182349503,0,0,0,0,0,22.1116639,0,4.544938075,0,16.49257834,0,3.378378378,8.65201592,0,0,5.564830273,0,10.50972149,0,2.209212416,0,26.0552371,0,5.444843733,0,26.13695766,0,5.40949908,1.714971703,5.0530571,0,2.146613717,0,10.0050025,0,2.132878319,0,9.751340809,0,2.126980751
DC,,5.659309564,0,20.49180328,3.578457685,0,0,0,0,0,3.40367597,0,1.753770607,0,0,0,0,0,6.805035726,0,3.355704698,0,3.370407819,0,1.638538424,9.070294785,3.33000333,0,4.811547715,13.33333333,3.34001336,0,6.301197227,4.321521175,0,0,1.551831161,12.68498943,13.25381047,0,10.64476886,0,3.334444815,0,1.497230124,0,0,0,0
FL,,1.578121664,3.464069897,6.364022062,2.797312342,2.609092688,4.518582671,7.14194618,3.7637057,3.004638411,7.651109411,1.672081024,3.261082244,2.337803213,10.32285623,4.432520705,3.921737168,3.073226609,10.85206189,3.62532288,4.237983991,2.698075993,13.45848575,2.857331253,4.242348061,4.253037223,9.4431891,1.696316872,4.22003901,2.743609676,8.918838569,1.842865041,3.331230284,4.719764012,6.555657532,1.387402386,3.921763304,3.61706168,7.102731323,1.511487304,3.409262479,4.323701088,7.002578222,2.368632024,3.982056756,3.057773941,5.079203835,3.760812335,3.382240854
GA,,0,1.100311755,6.567713122,0.853205921,1.097795261,0.360568256,6.332320162,1.265182186,2.653374524,5.294740558,1.199616123,3.186506208,1.885902876,7.700385019,0,3.362262803,3.946923279,7.594062824,2.271178742,4.679505844,3.00966856,6.104177971,1.140771161,3.611635658,2.811726775,5.012196344,0,3.063443924,3.927803236,4.277019247,0,3.430981765,2.060117989,4.540442369,5.329922183,2.99970003,3.551733807,4.472271914,1.026483268,3.35921908,4.852556924,8.233058898,2.011465353,5.287482375,2.801382015,5.269847174,4.941688081,3.594326792
HI,,6.894174423,0,0,1.6273393,0,0,0,0,0,0,0,0,0,0,0,0,3.462603878,0,0,0.751710141,0,49.01960784,0,0.75103267,0,0,7.473841555,0.741784734,0,50.76142132,0,0.733891091,3.473428274,0,0,0.732815477,3.571428571,0,0,0.737408746,3.590664273,0,7.037297678,1.476232654,0,0,0,0
ID,,1.587931719,0,6.468305304,2.021154753,2.353679586,0,18.62197393,3.979571533,0.771962328,0,0,0.649814803,3.853267571,0,5.707762557,3.877722484,2.298146162,327.8688525,0,3.2,0.759301443,714.2857143,0,3.795306471,6.037735849,0,5.170630817,5.629221916,4.480621313,0,0,3.71011625,2.201834862,348.8372093,0,3.634821591,2.895613146,105.2631579,0,2.972474883,7.104290992,107.5268817,0,6.396836474,2.798181182,86.95652174,0,2.855674225
IL,,0.247069142,0.563094769,0,0.238929595,0.123566627,1.692047377,0,0.318511912,0.125187782,0,0,0.079767716,0.629786376,0,0,0.398285778,0.631687997,0,0,0.397838939,0,2.299908004,0,0.318190135,0.255294163,0,0.472344244,0.238674877,0.772131211,0,0.468449899,0.557782258,0.906759242,0,0.935016363,0.720507237,1.043732387,0,0.460574797,0.720195893,1.449600042,0.593401377,0.460023921,1.045150502,0.930516969,0,0.45924225,0.647128771
IN,,0.777620094,7.765482431,47.75549188,3.725963486,1.74770856,3.729951511,35.15968356,3.696620004,0.778725227,28.69440459,5.271481286,3.498004547,1.749577186,45.27345165,5.162622612,5.698817495,0.777862046,39.17378917,7.51503006,4.574998422,2.335266415,14.35750179,7.30994152,3.612660017,1.362291764,29.33563417,12.1124031,4.540686113,1.556087219,22.5929788,4.711425206,3.585290954,1.949621773,32.59564248,9.191176471,5.13107566,1.170275015,23.92344498,11.14330287,3.870328513,2.343155058,21.64502165,4.339336082,4.162106334,0.977326036,23.31390508,2.123142251,3.0713474
IA,,1.916443082,25.80645161,16.84919966,3.109882516,3.442999235,31.15264798,7.855459544,4.134224488,3.057169061,45.92422503,0,4.070280171,3.808508207,92.34828496,0,5.735879614,3.431708991,71.17437722,0,5.040322581,4.198954079,63.09148265,12.33806292,6.353877537,3.434065934,19.94017946,0,3.664101795,5.713632728,75.10729614,5.885815185,7.616398437,4.57404231,50.6585613,11.67542323,6.269799366,5.349841415,107.7586207,5.530973451,8.208563173,4.972079859,48.87585533,0,5.888510861,5.362751858,50.33557047,0,6.535520554
KS,,0.460299194,0,0,0.370178426,1.837475309,0,3.935458481,1.840942563,2.775721688,26.72010688,3.40947835,3.984063745,1.849967626,20.08032129,0,2.525070341,2.768293808,19.72386588,3.258390355,3.587443946,0.462342226,25.57544757,0,1.787949222,5.083179298,33.09066843,0,5.692532109,3.248109136,0,9.202453988,3.550379891,4.177691129,12.7064803,0,3.90486333,4.195413015,20.2020202,8.944543828,5.323679727,2.806754924,13.27140013,8.915304606,3.908054144,4.697702823,0,2.924831822,3.91291975
KY,,1.095920436,0,0,0.965344145,1.368513247,0,9.216589862,1.437642267,0.273717633,6.375518011,0,0.713080269,1.369300288,9.188361409,0,1.892192341,1.368400887,0,0,1.180609667,0.272895972,12.28124041,0,1.173461006,3.551039362,9.422110553,0,3.748125937,3.276808389,12.04456489,7.163323782,3.968809824,4.65485611,8.754012256,6.93000693,4.897730718,4.923682915,2.947244327,6.734006734,4.643495624,4.093551292,9.135200974,6.451612903,4.397842742,2.740852405,14.49695564,0,3.472784942
LA,,0.376222724,0.748839299,34.22313484,1.637886658,2.236802863,0,32.34152652,2.527341237,0.374405631,3.600230415,0,1.363512408,2.23947447,2.140869193,0,2.031052537,1.866716446,12.02263083,0,4.936055643,2.607464799,2.80249422,4.81000481,2.676659529,4.094242007,6.256517205,4.71475719,4.657868471,5.943094867,11.81540172,0,7.284285809,3.718578016,8.328128253,4.531037608,5.076702351,1.498183453,10.38349716,4.268032437,4.403831333,4.137982921,4.196684619,0,3.761644502,2.269374787,11.1653873,0,4.89041035
ME,,3.291639236,103.0927835,0,3.924338749,2.494387628,0,134.2281879,3.924954863,2.456600066,70.42253521,0,3.099333643,1.638001638,205.4794521,68.96551724,4.64324408,2.462649811,291.2621359,52.91005291,5.415441745,4.112518506,403.2258065,61.72839506,8.514590913,1.647853671,64.1025641,63.69426752,3.091667955,4.128478243,145.9854015,103.626943,6.962710815,3.304419661,300,206.185567,10.82083784,3.28407225,68.49315068,48.54368932,4.614674665,5.768913796,0,0,5.386687187,0,56.17977528,91.32420091,2.303616678
MD,,0.636334712,0.642797455,24.64403067,2.193784278,0.636962961,0.636213259,7.475703962,1.085835279,0.974405613,2.46381275,0,1.24506421,1.29984077,7.303268213,2.098635887,2.99897682,1.621113381,7.939901057,0,3.145368445,3.586098976,5.403133818,1.912411551,3.641092328,0.654943184,8.266902864,1.831501832,2.92131356,1.319217704,7.139882192,0,2.740523783,1.661074383,6.990969997,0,2.90275762,2.342077088,4.649540858,0,2.545436033,0.677185617,6.393861893,3.257859586,2.555018055,1.022460039,5.167958656,1.601281025,2.212577653
MA,,0.810964236,0,0,0.638457487,0,0,1.77430802,0.15727969,0.620565542,0,0,0.474053473,0.828208791,0,0,0.62887149,0.621066578,0,0,0.467974917,0,12.36705417,0,0.775013563,1.246908706,0,0,0.922154768,0.41736227,0,0,0.305082677,0.628693575,0,0,0.456579308,2.106638016,2.17817469,0,1.661480833,1.059973289,0,0,0.750762023,1.066780457,0,0,0.751789258
MI,,0.921683257,0,17.67230497,1.433779853,0.397877984,0,19.44579485,1.131186821,1.349363775,3.763076692,2.354048964,1.656726309,1.623091177,3.008876185,4.582951421,1.864299697,1.625157437,6.014133213,0,2.070543414,1.086469382,5.33455266,4.395604396,1.759051354,1.358972617,3.809233582,4.290924694,1.755708635,1.362100904,5.302226935,2.112824847,1.85685696,1.637063109,5.367686527,2.095118374,2.063238252,1.229088426,4.566905161,0,1.543162248,2.183674305,4.53892125,3.976933784,2.456499488,1.366792412,3.064899241,0,1.43360367
MN,,0.462246054,4.278990158,0,0.590028518,1.837306509,0,13.70488808,2.144709392,2.084684518,4.07996736,0,1.927710843,1.386129464,3.874467261,0,1.340405568,0.461595273,22.28826152,0,1.521983144,0.692105385,21.35991456,0,1.70203109,1.151410478,0,3.714710253,1.12561909,1.838869096,9.884678748,0,2.050096914,2.527341237,9.836065574,3.607503608,2.78143485,2.294156783,2.889338342,0,2.019608563,1.372966294,5.616399888,3.37723742,1.639642922,1.604915627,14.13627368,3.25414904,2.357293102
MS,,4.816375677,0,116.7315175,4.952596576,3.004988281,0.960984048,111.1111111,4.583436167,5.977286312,2.829921705,0,4.534040179,7.775584664,9.318796012,0,7.990272711,4.792715073,8.312551953,0,5.893569076,5.408653846,14.73703601,13.73626374,8.999030874,10.21634615,10.16823812,0,9.699321048,9.665337683,9.182736455,0,8.998719413,10.29678982,9.2089511,24.8447205,10.04398573,12.78850253,14.71129092,25.1572327,13.52054082,9.182174339,8.297225039,0,8.335069806,8.012820513,11.1286284,11.64144354,9.068396638
MO,,0.422904508,0,17.06484642,0.87287455,0,0,10.24590164,0.34447717,0.636564251,1.508750754,0,0.689417442,0.211877874,6.212144743,0,0.858590195,1.483899688,4.587857471,0,1.715089356,1.271213373,1.525087693,0,1.195947447,2.125263001,8.97800389,0,2.725631154,1.905447463,2.99850075,0,1.867286832,0.849545493,7.4985003,0,1.525940997,2.332287338,10.63991488,4.042037187,3.208754834,1.483239395,7.456009544,0,2.022074311,2.969247084,10.49317943,0,3.535413054
MT,,0,0,0,0,2.420135528,0,0,2.121565715,1.180219521,0,0,1.038637308,2.34962406,0,0,2.058460272,1.171234481,0,33.78378378,2.043527128,0,1428.571429,0,7.097232079,4.628022677,0,0,4.025359767,4.577182744,0,0,3.976538423,5.686988171,0,0,4.925623091,4.521817771,0,0,3.911597888,5.617346366,0,0,4.835589942,8.936550492,0,26.10966057,8.658841639
NE,,2.773925104,0,27.89400279,4.648460198,5.543237251,12.75510204,27.77777778,7.50880841,6.170723346,0,0,5.081874647,2.054372389,54.57025921,0,3.927509398,4.100601422,111.8012422,0,8.356080441,9.551098376,143.5406699,11.12966055,15.45936396,7.482993197,108.5645356,0,10.96671602,10.16880212,102.0408163,0,13.05483029,12.20173536,159.5092025,5.102040816,17.34417344,9.506994432,136.4764268,9.808729769,14.52237522,10.88361336,146.1632156,9.671179884,16.05222323,12.23740567,123.3183857,9.425070688,16.54568745
NV,,0,0,0,0,0,0,0,0,0.697544643,0,0,0.37627935,0,0,0,0,0.696961249,0,0,0.368881183,0,9.225092251,0,0.728491295,0.696475832,0,0,0.357756153,0,0,0,0,1.387636162,0,0,0.691945751,0.693769946,0,0,0.339374194,2.763385147,0,0,1.340752162,0,0,0,0
NH,,1.687336539,0,53.05039788,3.136516898,1.679261125,0,0,1.558967963,5.954912803,72.46376812,57.14285714,7.836990596,2.547121752,0,0,2.34705054,1.700535669,74.07407407,0,2.343566909,0.851426139,400,24.93765586,4.684937925,5.957953868,143.8848921,0,6.995724835,7.655014034,68.49315068,0,7.766387077,5.1024747,294.1176471,0,7.744133819,1.701693185,58.13953488,0,2.313030069,2.539145154,68.49315068,0,3.052736015,7.629058235,170.4545455,77.66990291,12.17656012
NJ,,0.190832411,0,0,0.117721847,0.192307692,0,0,0.117381914,0.195350654,0,0,0.116003898,0.591156302,0.931619154,0,0.463032632,0.396479264,0,0.618735305,0.345403258,0,2.771618625,0.603099934,0.45887873,0.201231537,0,0,0.114204792,0.608124544,0,0,0.3418297,0.614326084,0,0,0.342360231,0.824453284,0,0,0.453314294,0.418681572,0,0,0.229139695,0.422074496,0,0,0.229900913
NM,,0,111.1111111,4.56516777,4.136504654,3.729951511,28.01120448,7.839623698,5.616543273,2.44528671,446.4285714,0,8.424182359,11.00917431,348.1012658,1.047230076,10.31180948,4.924895346,176.4705882,4.164931279,6.865437426,8.717310087,59.88023952,4.147226542,6.371924321,3.806140573,233.2361516,2.054020746,6.382874257,15.3787005,118.694362,2.039151713,8.843905075,9.095634096,269.4610778,0,7.884103676,6.578947368,304.8780488,3.005409738,8.831321754,6.625149066,215.6334232,0.99522293,6.844961619,5.333333333,171.4285714,0.98990299,5.388458901
NY,,0.088026619,1.091464746,0,0.211148649,0.088178756,1.457035661,0,0.263290926,0.637662148,0,1.487918105,0.636267232,0.182511726,0,1.754437264,0.422375333,0.366219878,0,1.150549387,0.42016586,0.183656416,1.840671477,2.269246043,0.784535241,0.738232119,0.364351818,1.952199013,0.832622135,1.206944573,0,2.471576866,1.14171839,1.029605848,0,3.819709702,1.300626902,0.65712891,0,3.492370514,1.03542714,0.4758053,0.372522724,3.274215553,0.946526511,0.47928529,0,2.739876158,0.793302412
NC,,1.004066469,1.07880684,3.041825095,1.125327752,1.324240217,1.07532663,1.45285486,1.218607021,1.985900109,2.076304179,1.277955272,1.839607839,0.657138163,1.011531459,7.446940549,1.282997081,0.982382605,1.505646173,3.663450971,1.271294177,0.162834625,4.496178248,2.383790226,1.260173274,2.104070567,2.441644692,0,1.868596165,1.931247586,1.453699666,3.37571734,1.849245405,0.959155943,0.966650556,7.732243455,1.52595652,1.5925342,2.395094846,4.276245456,1.909778064,1.267005591,3.340332124,8.310824849,2.289833141,0.472039525,0.470765465,5.061241016,0.887600225
ND,,9.087604507,714.2857143,476.1904762,22.93953793,3.646308113,714.2857143,869.5652174,25.99935002,6.924009001,704.2253521,327.8688525,20.08652658,27.45838339,1400,140.8450704,38.04595952,10.1061142,1666.666667,204.0816327,40.18455127,24.74022761,450.4504505,189.8734177,33.16510454,14.60564752,629.3706294,236.6863905,31.05590062,15.96678908,918.3673469,0,26.15638767,14.52315637,752.688172,44.44444444,33.06240529,8.136696501,426.5402844,204.0816327,26.1707989,11.41738705,270.2702703,116.2790698,21.89980838,14.64367068,502.7932961,102.0408163,28.72777018
OH,,1.41137131,0,24.52697968,1.792516245,0.975482864,0,22.58793159,1.42766639,0.877077578,3.003003003,0,1.069928761,1.316467917,9.079216161,2.862868594,2.22725086,1.322488924,8.99820036,0,2.138637153,1.324064879,13.54096141,0,2.669134133,1.658356458,9.649643705,0,2.484405916,1.994194678,10.37575039,0,2.83353847,1.893981595,12.45056394,0,3.014531817,3.569834895,9.580661803,2.379819134,4.062348214,3.241056361,7.2663857,6.898137503,3.698517951,2.691095837,7.246376812,0,2.995198872
OK,,2.791847804,8.396305626,11.22754491,3.41997264,2.383222116,0,3.471017008,1.975113569,4.39841657,20.30869212,0,4.401045248,7.974799633,23.26483133,0,7.094520847,6.770750358,19.72386588,8.670520231,6.775985906,2.379630364,61.514802,11.19820829,6.976307387,7.147962831,26.52519894,13.61655773,8.001066809,9.109993267,38.46153846,2.60756193,8.98591326,6.348198699,22.99731698,7.664793051,6.577562618,8.774028875,11.41552511,7.496251874,7.361253516,9.630045743,22.41314905,2.414292612,8.123476848,7.636042119,49.46727549,4.710315591,8.884475685
OR,,2.024906348,15.87301587,0,1.885826666,1.006812766,0,0,0.801367667,3.046303818,31.64556962,2.266545784,3.188097768,1.013718997,0,0,0.790826414,3.696857671,0,4.308487721,3.398248595,0.334997153,129.0322581,4.223864836,2.855955966,4.004404845,0,2.059308072,3.342245989,4.95196593,0,2.00120072,4.05196647,4.568743269,14.32664756,0,3.736455349,2.597571271,28.36879433,5.664652568,3.199606202,4.851385879,26.9179004,1.833852925,4.37870974,3.551021726,13.71742112,3.614022407,3.390733609
PA,,0.612263641,0,22.93982707,1.582977163,0.913121557,0,12.95546559,1.398774016,0.509938705,6.426218973,1.4522219,1.138794667,0.817018495,8.016032064,2.788233654,1.623600659,1.536759282,8.714251763,1.332090049,2.186659756,1.030417938,15.58846454,2.591009198,2.592289559,1.138834248,3.887118091,0,1.293661061,1.456133964,7.892659826,1.203948953,2.018342698,1.465385501,7.856076675,0,1.941009487,2.631939107,7.723200494,2.206287921,2.986496194,2.011050192,10.19767807,5.319714863,2.986737272,0.638196033,6.24024961,0,1.131075491
RI,,0,21.18644068,0,0.990687537,1.269035533,0,0,0.988337616,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23076923,0,0.991473329,0,18.21493625,0,0.986485153,0,0,0,0,0,17.66784452,6.523157208,1.972581122,1.36369835,0,0,0.984348853,0,17.54385965,0,0.986193294,0,0,0,0
SC,,1.773489873,0.829531315,23.82370459,2.315672471,2.097608726,0,20.42900919,2.275986071,2.080948913,8.880277711,4.543389368,4.020998548,3.100775194,10.44176707,0,4.86779511,2.723404255,6.45734119,4.257130694,3.720645204,3.036129946,11.15715652,0,4.9824531,4.673677182,3.947264546,0,4.064779753,4.617718847,7.818608288,0,5.069708492,4.552105349,5.465334166,3.796507213,4.578278151,2.89230967,3.853267571,7.407407407,3.28906796,2.859957418,1.54059467,0,2.231327843,3.462385899,3.05997552,0,3.009510052
SD,,0,0,0,0,0,0,0,0,1.494321578,0,0,1.27064803,4.47894894,0,0,3.790750569,0,0,0,0,0,76.33587786,0,1.232134056,1.456876457,0,0,1.217137293,2.912055911,0,0,2.412545235,2.892263196,0,0,2.392916966,2.896871379,0,0,2.38948626,2.886419397,0,0,2.356545305,2.867383513,0,0,2.349348056
TN,,1.072317063,1.030502885,8.756567426,1.323363991,0.42627563,0,27.93296089,1.471405683,1.919344864,8.8365243,3.561253561,3.071352365,1.697684782,5.850234009,0,2.247010673,2.749344387,7.714561234,0,3.345334056,1.054429659,14.26804908,0,3.165208033,3.356972011,5.69476082,0,3.451088662,3.136762861,3.761519654,6.136851795,3.269602043,4.154549231,4.721881197,2.957704821,4.019976189,5.776769136,3.721276398,2.845759818,5.047260714,3.909384581,11.95292387,2.763957988,5.010324305,4.913501894,9.186954525,0,5.119787981
TX,,2.31873718,9.261045726,1.854835905,2.791523918,2.136048488,13.99712491,1.452968526,3.070934436,2.520819266,8.682125674,2.783994175,3.172743691,2.413882507,6.070994929,2.396807036,2.67934624,3.550568979,10.78636047,2.972255532,3.939442884,2.118438358,16.42485628,3.920464826,4.306832732,4.379088974,8.982633575,3.233835721,4.185676615,5.565168999,7.480161311,4.299595838,4.929511717,5.365410411,8.641106062,2.81133154,4.378493136,2.76823793,6.882527765,2.92210757,3.113539189,3.187594228,6.765275685,4.568377868,3.925206965,4.210671043,10.31177969,2.65474979,3.994880896
UT,,2.27055992,38.75968992,0,2.233139795,2.705383714,0,0,2.195068413,1.369550331,0,2.828854314,1.468374876,3.16027088,0,2.741979709,2.890695574,2.232043212,0,0,1.78463076,0,185.8736059,2.631578947,2.105706465,5.661034663,33.44481605,7.759958614,5.878691472,3.868804539,30.86419753,0,3.395355154,4.657267454,0,0,3.667522422,1.6720311,30.3030303,9.411764706,2.953337271,4.12984224,83.79888268,11.41031492,5.795421617,2.446682706,61.34969325,6.593406593,3.487524175
VT,,8.778089888,0,483.8709677,13.35336338,21.11189303,0,681.8181818,30.02001334,5.295675199,1304.347826,0,20.01668057,21.19766826,1951.219512,0,33.34444815,21.17522499,178.5714286,0,21.64141835,15.8674189,833.3333333,111.1111111,24.88800398,12.48662148,377.3584906,229.8850575,18.33333333,15.96027664,1486.486486,107.5268817,34.86055777,14.27042455,2400,90.09009009,35.0233489,26.83363148,1428.571429,192.3076923,44.985005,16.13192328,1666.666667,0,33.3000333,14.41181769,746.2686567,0,21.73549574
VA,,0,0,0,0,0,0,0,0,0,0.684322179,0,0.12980607,0,0,0,0,0.396251461,0,0,0.254274998,0,0.675721333,0,0.125854236,0,0,1.413627368,0.12490632,0.197890487,0,0,0.124205087,0.595746371,0,0,0.371245777,0.198444197,0,0,0.122839559,0.794580958,0,0,0.48887205,0.597954994,0,0,0.366519652
WA,,0.834097923,4.880429478,1.6,0.9418413,3.929110573,0,1.496781919,3.083279376,3.767030115,9.319664492,1.353912808,3.19347922,6.047966632,4.616805171,6.501950585,5.259677807,3.314550878,8.654262224,0,2.67343938,1.242930831,69.2940667,3.701418877,3.67766042,5.572985469,8.837825895,3.580806875,4.646030548,2.248569092,4.128819158,1.157809425,1.856400297,3.030915336,20.49180328,3.386386725,3.228477983,3.617290649,32.4017821,5.458515284,4.28188624,2.596779993,3.721622627,2.105928188,2.17155266,2.593154073,31.83586841,8.292733492,4.041002707
WV,,0.60437568,0,0,0.566508044,1.207000604,0,49.5049505,1.695969246,2.970708811,80.80808081,49.5049505,5.558643691,2.371354043,38.68471954,0,3.329264233,3.569941096,0,0,3.33000333,2.385923054,167.9104478,45.66210046,7.785563341,3.60317079,48.38709677,0,5.023442733,5.414185165,32.78688525,125,7.814680435,7.893618313,98.19967267,41.15226337,11.22523433,9.193429762,93.3125972,0,11.91759832,4.320987654,63.19115324,0,6.277463905,7.458048477,71.55635063,40.32258065,9.77573318
WI,,0.429304312,0,3.603603604,0.548696845,0.429636313,0,3.455425017,0.546179475,0,0,0,0,0.432572726,3.038590094,0,0.54055028,1.945945946,3.104625893,0,1.796590072,0.216412742,21.03365385,0,1.43048726,1.082626018,0,0,0.892283532,1.734229352,5.906674542,0,1.779074525,3.257187527,2.986857826,0,2.845304359,2.391044452,3.047851265,0,2.126528442,0.869848864,5.724098454,0,1.059546514,1.738185769,5.727376861,0,1.761462719
WY,,0,0,0,0,0,0,0,0,0,0,0,0,4.223864836,0,0,3.625815809,2.109704641,0,0,1.788908766,0,138.8888889,0,1.762735766,6.261740764,0,0,5.277044855,12.51564456,0,0,10.54666901,4.14507772,0,18.28153565,5.268703899,2.107925801,0,0,1.775252974,6.361323155,0,17.85714286,7.139032661,2.120441052,0,17.51313485,3.554291807
Average,,1.157183189,3.453886336,3.868548049,1.76787407,1.413628097,3.589020424,4.128583134,2.000014094,1.751420292,5.881004906,2.318398813,2.207397641,1.978336178,7.42887062,3.011716166,2.652757944,2.303625063,8.315262583,3.090384077,2.976652435,1.616595523,13.49469505,3.619816887,3.26173346,2.707622972,6.994680851,3.348144092,3.110773851,3.104980534,7.64673155,3.421353227,3.443337908,3.277285348,8.008402258,3.348508489,3.574314417,3.15073785,7.732502285,3.822078759,3.542333088,3.034605959,7.24311516,3.607849038,3.372071337,2.612680313,7.717577812,3.147069672,3.091629702
